np_node_id,type,np_data_id,selected,parent_id,branch_level,child_id,np_tag_id,np_palette_id,np_ch_in_id,np_ch_out_id,ch_sync_time,np_palette_id_alt,np_color_id_alt,aux_a_x,aux_a_y,aux_a_z,aux_b_x,aux_b_y,aux_b_z,color_alpha_alt,rotate_vec_x,rotate_vec_y,rotate_vec_z,rotate_vec_s,scale_x,scale_y,scale_z,translate_x,translate_y,translate_z,tag_offset_x,tag_offset_y,tag_offset_z,rotate_rate_x,rotate_rate_y,rotate_rate_z,rotate_x,rotate_y,rotate_z,scale_rate_x,scale_rate_y,scale_rate_z,translate_rate_x,translate_rate_y,translate_rate_z,translate_vec_x,translate_vec_y,translate_vec_z,np_material_id,np_geometry_id,line_width,point_size,ratio,np_color_id,color_r,color_g,color_b,color_a,color_fade,np_texture_id,hide,freeze,np_topo_id,subspace,auto_zoom_x,auto_zoom_y,auto_zoom_z,trigger_hi_x,trigger_hi_y,trigger_hi_z,trigger_lo_x,trigger_lo_y,trigger_lo_z,set_hi_x,set_hi_y,set_hi_z,set_lo_x,set_lo_y,set_lo_z,proximity_x,proximity_y,proximity_z,proximity_mode_x,proximity_mode_y,proximity_mode_z,segments_x,segments_y,segments_z,tag_mode,np_format_id,np_table_id,record_id,size
574,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,0.3695402549114237,-116.62014,43.70683,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,2,0,0,0,145,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,60,420
575,7,39,0,563,1,574,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,2,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,59,420
576,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,0.4355685939091569,-73.41707,40.67899,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,2,0,0,0,145,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,60,420
577,7,39,0,563,1,576,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,2,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,59,420
578,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,-75.33523166500001,24.511071665,-10.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,0,0,0,0,255,0,3,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,61,420
579,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,0.0,-66.25583333,18.39833333,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,2,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,61,420
580,7,39,0,578,1,579,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,2,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,60,420
581,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,0.24803225596683995,-84.41463,30.62381,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,2,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,61,420
582,7,39,0,578,1,581,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,2,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,60,420
583,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,-89.42596555,38.953812541666665,-10.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,0,0,0,0,140,0,15,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,62,420
584,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,4.47213595499958,-120.5542012,43.8041334,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,140,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,62,420
585,7,39,0,583,1,584,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,61,420
586,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,4.47213595499958,-120.7401385,47.7510741,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,140,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,62,420
587,7,39,0,583,1,586,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,61,420
588,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,1.2633685131425432,-71.10616,42.41843,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,140,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,62,420
589,7,39,0,583,1,588,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,61,420
590,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,3.6124866781761287,-72.64065,41.57288,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,140,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,62,420
591,7,39,0,583,1,590,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,61,420
592,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,4.47213595499958,-86.902298,32.3182314,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,140,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,62,420
593,7,39,0,583,1,592,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,61,420
594,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,4.47213595499958,-69.4454689,45.253783,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,140,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,62,420
595,7,39,0,583,1,594,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,61,420
596,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,4.47213595499958,-78.6568942,37.4315734,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,140,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,62,420
597,7,39,0,583,1,596,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,61,420
598,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,5.989517509783238,-80.4549026,38.5976262,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,140,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,62,420
599,7,39,0,583,1,598,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,61,420
600,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,24.143531224740098,-99.9018131,31.9685988,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,140,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,62,420
601,7,39,0,583,1,600,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,61,420
602,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,6.507721567491959,-105.8700901,34.5199402,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,140,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,62,420
603,7,39,0,583,1,602,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,61,420
604,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,0.4233674526932839,-84.24721,43.61558,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,140,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,62,420
605,7,39,0,583,1,604,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,61,420
606,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,0.13198484761517135,-82.59176,28.1939,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,140,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,62,420
607,7,39,0,583,1,606,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,61,420
608,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,-105.43966,38.47297,-10.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,0,0,0,0,206,0,3,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,63,420
609,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,0.0,-105.43966,38.47297,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,2,0,0,0,206,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,63,420
610,7,39,0,608,1,609,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,2,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,62,420
611,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,-105.43966,38.47297,-10.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,0,0,0,0,168,0,5,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,64,420
612,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,0.0,-105.43966,38.47297,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,4,0,0,0,168,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,64,420
613,7,39,0,611,1,612,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,4,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,63,420
614,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,-88.21009333333332,38.82035,-10.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,0,0,0,0,232,0,5,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,65,420
615,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,1.8745186048689941,-117.37948,33.19587,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,4,0,0,0,232,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,65,420
616,7,39,0,614,1,615,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,4,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,64,420
617,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,0.1499333185119305,-73.61012,42.51591,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,4,0,0,0,232,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,65,420
618,7,39,0,614,1,617,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,4,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,64,420
619,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,0.6186921690146078,-73.64068,40.74927,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,4,0,0,0,232,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,65,420
620,7,39,0,614,1,619,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,4,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,64,420
621,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,-90.03257,29.91021,-10.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,0,0,0,0,188,0,5,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,66,420
622,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,0.1531012736720371,-90.03257,29.91021,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,4,0,0,0,188,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,66,420
623,7,39,0,621,1,622,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,4,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,65,420
624,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,-104.08385391428571,37.40929724285714,-10.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,0,0,0,0,150,0,15,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,67,420
625,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,10.745895960784285,-105.7820674,39.5500507,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,150,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,67,420
626,7,39,0,624,1,625,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,66,420
627,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,3.7829142205447908,-104.9847,39.73915,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,150,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,67,420
628,7,39,0,624,1,627,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,66,420
629,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,0.15537052487521563,-105.27055,40.01499,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,150,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,67,420
630,7,39,0,624,1,629,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.1,14,0,0,0,255,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,66,420
631,5,39,0,0,1,0,0,0,0,0,0,0,19,35,1,12.000085,1.009999,0,0.999999,255,0,0.0,0.0,1.0,0.2,0.2,0.2089976076418101,-104.85609,39.37221,0.0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.1,14,0,0,0,150,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,6,1,65536032,0,11,67,420
